idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text,prompt_original
114,"She resides in Amarillo, TX.Robin is a graduate of West Texas State University(Bachelors of Business Administration) and University of Texas School of Law(Juris Doctorate with Honors).",Professor,0,21,0,Female,0,1 3 0 ,0 ,1 0 ,0 ,The best answer is 0. Professor.,1. Physician  3. Journalist  0. Professor,0. Professor,1. Physician  0. Professor,0. Professor,"She resides in Amarillo, TX. Robin is a graduate of West Texas State University(Bachelors of Business Administration) and University of Texas School of Law(Juris Doctorate with Honors). Former experience includes Herring Bank-In house counsel, Underwood Law Firm-specialized in commercial banking transactions, Gibson, Oschner and Adkins-Transactional attorney specializing in the field of commercial transactions including banking, business entities and real estate. Robin was elected to the Western Bank Board of Directors in 2010."
115,"In 1995, she participated in an NEH Summer Institute on ""The Image and Reality of Women in Ancient Near Eastern Societies, ""which explored topics related to Jewish women in antiquity, as well as women in ancient Egypt and Mesopotamia.",Professor,0,21,0,Female,0,4 5 0 ,0 ,5 0 ,0 ,The best answer is 0. Professor.,4. Psychologist  5. Teacher  0. Professor,0. Professor,5. Teacher  0. Professor,0. Professor,"In 1995, she participated in an NEH Summer Institute on ""The Image and Reality of Women in Ancient Near Eastern Societies, ""which explored topics related to Jewish women in antiquity, as well as women in ancient Egypt and Mesopotamia. McCoskey has published articles exploring various dimensions of social life and social identity in the Greco-Roman world, including ""Disapora in the Reading of Jewish History, Identity, and Difference ""and ""Naming the Fault in Question : Theorizing Racism Among the Greeks and Romans. ""Her study of ancient and modern ideas of race -- Race : Antiquity and its Legacy -- and she is currently at work on a co-authored introduction to Roman Love Poetry. In the Jewish Studies Program, she teaches CLS 310.J Jews Among the Greeks and Romans."
116,"He has taught in higher education for over ten years and has also worked in the printing industry as a lithographic press operator and technical trainer. Dr. Wilson is co-author of the textbook Lithographic Technology in Transition, and has published a variety of technical articles.",Professor,0,21,1,Male,0,5 7 0 ,5 0 ,5 0 ,5 7 0 ,The best answer is 0. Professor.,5. Teacher  7. Surgeon  0. Professor,5. Teacher  0. Professor,5. Teacher  0. Professor,5. Teacher  7. Surgeon  0. Professor,"He has taught in higher education for over ten years and has also worked in the printing industry as a lithographic press operator and technical trainer. Dr. Wilson is co-author of the textbook Lithographic Technology in Transition, and has published a variety of technical articles."
117,"He is currently the principal double bassist of the Dallas Chamber Symphony and Plano Symphony Orchestra.Unzicker has performed as principal of the AIMS Festival Orchestra(Graz, Austria), Caminos del Inka, Caprock Pro Musica, Dallas Chamber Orchestra, Dallas Wind Symphony, Lubbock Symphony Orchestra, Metropolitan Classical Ballet, Orquestra Divertimento(Costa Rica), Santa Fe Pro Musica.",Professor,0,21,1,Male,0,5 7 0 ,5 0 ,5 7 0 ,1 5 7 0 ,The best answer is 0. Professor.,5. Teacher  7. Surgeon  0. Professor,5. Teacher  0. Professor,5. Teacher  7. Surgeon  0. Professor,1. Physician  5. Teacher  7. Surgeon  0. Professor,"He is currently the principal double bassist of the Dallas Chamber Symphony and Plano Symphony Orchestra. Unzicker has performed as principal of the AIMS Festival Orchestra(Graz, Austria), Caminos del Inka, Caprock Pro Musica, Dallas Chamber Orchestra, Dallas Wind Symphony, Lubbock Symphony Orchestra, Metropolitan Classical Ballet, Orquestra Divertimento(Costa Rica), Santa Fe Pro Musica. He has performed and lectured at the International Society of Bassists, American String Teachers Association, and Texas Music Educators Association Conventions. Unzicker is featured in articles on playing and teaching the double bass in The Strad and Strings Magazine."
118,"That really should n't come as a surprise, considering her family's legacy at Arkansas State University.The Hall family has deep roots at Arkansas State.Her grandfather, Ray Hall Sr., worked closely with Dr. Carl R. Reng and Dr. Eugene Smith.Her dad, Dr. Ray Hall Jr., was SGA president when Arkansas State College became Arkansas State University.",Professor,0,21,0,Female,5,1 5 0 ,5 0 ,5 0 ,5 0 ,The best answer is 0. Professor.,1. Physician  5. Teacher  0. Professor,5. Teacher  0. Professor,5. Teacher  0. Professor,5. Teacher  0. Professor,"That really should n't come as a surprise, considering her family's legacy at Arkansas State University. The Hall family has deep roots at Arkansas State. Her grandfather, Ray Hall Sr., worked closely with Dr. Carl R. Reng and Dr. Eugene Smith. Her dad, Dr. Ray Hall Jr., was SGA president when Arkansas State College became Arkansas State University. Dr. John Hall(her uncle) teaches in the Department of Psychology; Cathy Hall,(an aunt) teaches in the nursing program; and her sister taught in the Department of Music. There are Halls spread throughout campus."
119,"He is part of the Energy Systems research group housed at the Wallace Energy Systems and Renewables Facility(WESRF).He earned the M.S.and Ph.D. degrees in Electrical Engineering from the University of Vermont in 2009 and 2012, respectively.His primary field of research is the vulnerability of electrical infrastructure, in particular, the study of cascading outages.",Professor,0,21,1,Male,0,1 7 0 ,0 ,0 ,0 ,The best answer is 0. Professor.,1. Physician  7. Surgeon  0. Professor,0. Professor,0. Professor,0. Professor,"He is part of the Energy Systems research group housed at the Wallace Energy Systems and Renewables Facility(WESRF). He earned the M.S. and Ph.D. degrees in Electrical Engineering from the University of Vermont in 2009 and 2012, respectively. His primary field of research is the vulnerability of electrical infrastructure, in particular, the study of cascading outages. Part of his research has been developed through collaborations with Sandia National Laboratories and IBM Watson Research Center among others. He is a member of the IEEE Task Force on Understanding, Prediction, Mitigation and Restoration of Cascading Failures."
16,"Daniel is a 20th generation disciple of Chen Taijiquan under Master Chen Zhonghua, a 6th generation practitioner of Cailifoquan, a 4th generation practitioner of Tang Peng Taijiquan and a 3rd generation practitioner of Zhi Neng Qigong under Master Wong Sui Meing.He holds an instructor's diploma in qigong under renowned Master Kenneth Cohen.",Professor,0,21,1,Male,5,1 5 0 ,5 ,5 ,5 ,The best answer is 0. Professor.,1. Physician  5. Teacher  0. Professor,5. Teacher,5. Teacher,5. Teacher,"Daniel is a 20th generation disciple of Chen Taijiquan under Master Chen Zhonghua, a 6th generation practitioner of Cailifoquan, a 4th generation practitioner of Tang Peng Taijiquan and a 3rd generation practitioner of Zhi Neng Qigong under Master Wong Sui Meing. He holds an instructor's diploma in qigong under renowned Master Kenneth Cohen. The Dancing Word, Daniel's book on the use of Chinese martial arts and qigong in the training of actors and dancers is published by Rodopi Press, Amsterdam."
17,"His first book, ""Standing on Common Ground : The Making of a Sunbelt Borderland ""(2013), won the Frederick Jackson Turner Award. He is currently writing a history of Latino conservatism from the early nineteenth century to the present.",Professor,0,21,1,Male,3,3 5 0 ,3 0 ,3 5 0 ,3 5 0 ,The best answer is 0. Professor.,3. Journalist  5. Teacher  0. Professor,3. Journalist  0. Professor,3. Journalist  5. Teacher  0. Professor,3. Journalist  5. Teacher  0. Professor,"His first book, ""Standing on Common Ground : The Making of a Sunbelt Borderland ""(2013), won the Frederick Jackson Turner Award. He is currently writing a history of Latino conservatism from the early nineteenth century to the present."
18,"He is interested in applying findings in current social psychology to the language learning context. He is also an enthusiastic proponent of computer assisted language learning and is the creator of LLEX, a free online tool for extracting important English vocabulary from a text. Other research interests include learner autonomy and communicative task effectiveness.",Professor,0,21,1,Male,0,4 5 0 ,4 5 0 ,5 0 ,4 5 0 ,The best answer is 0. Professor.,4. Psychologist  5. Teacher  0. Professor,4. Psychologist  5. Teacher  0. Professor,5. Teacher  0. Professor,4. Psychologist  5. Teacher  0. Professor,"He is interested in applying findings in current social psychology to the language learning context. He is also an enthusiastic proponent of computer assisted language learning and is the creator of LLEX, a free online tool for extracting important English vocabulary from a text. Other research interests include learner autonomy and communicative task effectiveness."
19,"Hereceived his PhD and MSc in Informatics from the Informatics department of Orebro University.He is the recipient of the Bo""rje Langefors best doctoral dissertation award in Sweden by Swedish Academy of IS(sisa-net.se) for the year 2011.",Professor,0,21,1,Male,0,4 5 0 ,0 ,0 ,5 0 ,The best answer is 0. Professor.,4. Psychologist  5. Teacher  0. Professor,0. Professor,0. Professor,5. Teacher  0. Professor,"Hereceived his PhD and MSc in Informatics from the Informatics department of Orebro University. He is the recipient of the Bo""rje Langefors best doctoral dissertation award in Sweden by Swedish Academy of IS(sisa-net.se) for the year 2011. Dr. Islam is a founding President of the Bangladesh Centre for E-governance, elected fellow of the UK-based World Innovation Foundation and one of the recipients of the'Strengthening ICTD Research Capacity in Asia(SIRCA)'fellowships awarded by Nanyang TechnologyUniversity, Singapore. He has also served as a faculty member in several universities in Bangladesh. As amember of the ICT4D and eGovernment research groups at o""rebro University, he coordinates the'International Network for Postgraduate Students in the Area of ICT4D(IPID)', funded by SPIDER SIDA."
