idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text
1339,data/facet/images/imgs_2/sa_9979130.jpg,Guard,6,5,0,Younger,6,1 6 13,1 6 10 13,1 6 10 13,1 6 10 13,The best answer is 6. Guard.,1. Backpacker  6. Guard  13. Motorcyclist,1. Backpacker  6. Guard  10. Horse Rider  13. Motorcyclist,1. Backpacker  6. Guard  10. Horse Rider  13. Motorcyclist,1. Backpacker  6. Guard  10. Horse Rider  13. Motorcyclist
1374,data/facet/images/imgs_3/sa_3375074.jpg,Guard,6,5,1,Middle,6,6 15 16,6,6 15,6 15 16,The best answer is 6. Guard.,6. Guard  15. Repairman  16. Salesperson,6. Guard,6. Guard  15. Repairman,6. Guard  15. Repairman  16. Salesperson
442,data/facet/images/imgs_2/sa_9710150.jpg,Guitarist,7,6,1,Middle,16,11 16 17,7 11 16 17,7 11 16 17,7 11 16 17,The best answer is 7. Guitarist.,11. Laborer  16. Salesperson  17. Singer,7. Guitarist  11. Laborer  16. Salesperson  17. Singer,7. Guitarist  11. Laborer  16. Salesperson  17. Singer,7. Guitarist  11. Laborer  16. Salesperson  17. Singer
1008,data/facet/images/imgs_2/sa_8578121.jpg,Guitarist,7,6,1,Middle,17,7 11 17,1 7 11 15 16 17 19,7 11 16 17,7 11 16 17,The best answer is 7. Guitarist.,7. Guitarist  11. Laborer  17. Singer,1. Backpacker  7. Guitarist  11. Laborer  15. Repairman  16. Salesperson  17. Singer  19. Speaker,7. Guitarist  11. Laborer  16. Salesperson  17. Singer,7. Guitarist  11. Laborer  16. Salesperson  17. Singer
468,data/facet/images/imgs_3/sa_10768904.jpg,Guitarist,7,6,1,Middle,7,7 12 17,7 17,7 12 17,6 7 12 17,The best answer is 7. Guitarist.,7. Guitarist  12. Officer  17. Singer,7. Guitarist  17. Singer,7. Guitarist  12. Officer  17. Singer,6. Guard  7. Guitarist  12. Officer  17. Singer
1019,data/facet/images/imgs_2/sa_851188.jpg,Guitarist,7,6,0,Younger,7,7 11 17,7,7,7,The best answer is 7. Guitarist.,7. Guitarist  11. Laborer  17. Singer,7. Guitarist,7. Guitarist,7. Guitarist
646,data/facet/images/imgs_2/sa_9237409.jpg,Guitarist,7,6,1,Middle,17,7 11 17,7 11 17,6 7 11 17,6 7 11 17,The best answer is 7. Guitarist.,7. Guitarist  11. Laborer  17. Singer,7. Guitarist  11. Laborer  17. Singer,6. Guard  7. Guitarist  11. Laborer  17. Singer,6. Guard  7. Guitarist  11. Laborer  17. Singer
653,data/facet/images/imgs_2/sa_8183531.jpg,Guitarist,7,6,1,Middle,7,7 17 18,7,7 18,7 17 18,The best answer is 7. Guitarist.,7. Guitarist  17. Singer  18. Skateboarder,7. Guitarist,7. Guitarist  18. Skateboarder,7. Guitarist  17. Singer  18. Skateboarder
386,data/facet/images/imgs_3/sa_1895898.jpg,Guitarist,7,6,3,Unknown,17,11 15 17,17,17,17,The best answer is 7. Guitarist.,11. Laborer  15. Repairman  17. Singer,17. Singer,17. Singer,17. Singer
297,data/facet/images/imgs_3/sa_10926586.jpg,Guitarist,7,6,1,Middle,7,4 7 13,7,7,7 13,The best answer is 7. Guitarist.,4. Craftsman  7. Guitarist  13. Motorcyclist,7. Guitarist,7. Guitarist,7. Guitarist  13. Motorcyclist
849,data/facet/images/imgs_2/sa_9319470.jpg,Guitarist,7,6,1,Middle,7,7 11 17,7 17,7 17,7 17,The best answer is 7. Guitarist.,7. Guitarist  11. Laborer  17. Singer,7. Guitarist  17. Singer,7. Guitarist  17. Singer,7. Guitarist  17. Singer
82,data/facet/images/imgs_2/sa_8150634.jpg,Guitarist,7,6,1,Middle,7,7 14 17,7,7,7,The best answer is 7. Guitarist.,7. Guitarist  14. Painter  17. Singer,7. Guitarist,7. Guitarist,7. Guitarist
746,data/facet/images/imgs_2/sa_7971175.jpg,Guitarist,7,6,1,Middle,7,7 17 19,7 17,7 17,7 17 19,The best answer is 7. Guitarist.,7. Guitarist  17. Singer  19. Speaker,7. Guitarist  17. Singer,7. Guitarist  17. Singer,7. Guitarist  17. Singer  19. Speaker
1177,data/facet/images/imgs_2/sa_8939426.jpg,Guitarist,7,6,1,Middle,7,3 7 16,3 4 7 11 15 16 17 19,3 7 16 19,3 7 16 19,The best answer is 7. Guitarist.,3. Computer User  7. Guitarist  16. Salesperson,3. Computer User  4. Craftsman  7. Guitarist  11. Laborer  15. Repairman  16. Salesperson  17. Singer  19. Speaker,3. Computer User  7. Guitarist  16. Salesperson  19. Speaker,3. Computer User  7. Guitarist  16. Salesperson  19. Speaker
618,data/facet/images/imgs_2/sa_8094522.jpg,Guitarist,7,6,3,Unknown,7,7 16 17,7 11 16 17,7 11 16 17,7 11 16 17,The best answer is 7. Guitarist.,7. Guitarist  16. Salesperson  17. Singer,7. Guitarist  11. Laborer  16. Salesperson  17. Singer,7. Guitarist  11. Laborer  16. Salesperson  17. Singer,7. Guitarist  11. Laborer  16. Salesperson  17. Singer
1088,data/facet/images/imgs_2/sa_899284.jpg,Guitarist,7,6,1,Middle,7,3 7 11,7,7,7,The best answer is 7. Guitarist.,3. Computer User  7. Guitarist  11. Laborer,7. Guitarist,7. Guitarist,7. Guitarist
558,data/facet/images/imgs_2/sa_9450728.jpg,Guitarist,7,6,1,Middle,17,7 10 17,7 17,7 10 15 17,7 10 15 17,The best answer is 7. Guitarist.,7. Guitarist  10. Horse Rider  17. Singer,7. Guitarist  17. Singer,7. Guitarist  10. Horse Rider  15. Repairman  17. Singer,7. Guitarist  10. Horse Rider  15. Repairman  17. Singer
559,data/facet/images/imgs_2/sa_8466565.jpg,Guitarist,7,6,1,Middle,7,7 16 17,7 16 17,7 11 16 17,7 11 16 17,The best answer is 7. Guitarist.,7. Guitarist  16. Salesperson  17. Singer,7. Guitarist  16. Salesperson  17. Singer,7. Guitarist  11. Laborer  16. Salesperson  17. Singer,7. Guitarist  11. Laborer  16. Salesperson  17. Singer
888,data/facet/images/imgs_2/sa_9063408.jpg,Guitarist,7,6,1,Middle,7,6 7 17,7,7,7 17,The best answer is 7. Guitarist.,6. Guard  7. Guitarist  17. Singer,7. Guitarist,7. Guitarist,7. Guitarist  17. Singer
464,data/facet/images/imgs_3/sa_2232775.jpg,Guitarist,7,6,1,Middle,7,7 11 17,7 11 17,2 7 11 17,2 7 11 17,The best answer is 7. Guitarist.,7. Guitarist  11. Laborer  17. Singer,7. Guitarist  11. Laborer  17. Singer,2. Boatman  7. Guitarist  11. Laborer  17. Singer,2. Boatman  7. Guitarist  11. Laborer  17. Singer
612,data/facet/images/imgs_2/sa_8069385.jpg,Guitarist,7,6,3,Unknown,15,3 15 16,15,3 9 15 16,3 15 16,The best answer is 7. Guitarist.,3. Computer User  15. Repairman  16. Salesperson,15. Repairman,3. Computer User  9. Hairdresser  15. Repairman  16. Salesperson,3. Computer User  15. Repairman  16. Salesperson
642,data/facet/images/imgs_3/sa_10658622.jpg,Guitarist,7,6,3,Unknown,7,7 17 18,7 17,7 17,7,The best answer is 7. Guitarist.,7. Guitarist  17. Singer  18. Skateboarder,7. Guitarist  17. Singer,7. Guitarist  17. Singer,7. Guitarist
645,data/facet/images/imgs_3/sa_2307564.jpg,Guitarist,7,6,1,Middle,7,7 17 19,7 17,7 17 19,1 7 17 19,The best answer is 7. Guitarist.,7. Guitarist  17. Singer  19. Speaker,7. Guitarist  17. Singer,7. Guitarist  17. Singer  19. Speaker,1. Backpacker  7. Guitarist  17. Singer  19. Speaker
414,data/facet/images/imgs_2/sa_8660949.jpg,Guitarist,7,6,1,Middle,7,2 7 17,2 6 7 11 17,2 7 11 17,2 7 11 17,The best answer is 7. Guitarist.,2. Boatman  7. Guitarist  17. Singer,2. Boatman  6. Guard  7. Guitarist  11. Laborer  17. Singer,2. Boatman  7. Guitarist  11. Laborer  17. Singer,2. Boatman  7. Guitarist  11. Laborer  17. Singer
380,data/facet/images/imgs_2/sa_8273120.jpg,Guitarist,7,6,0,Younger,7,7 17 19,7 17,7 17 19,7 17,The best answer is 7. Guitarist.,7. Guitarist  17. Singer  19. Speaker,7. Guitarist  17. Singer,7. Guitarist  17. Singer  19. Speaker,7. Guitarist  17. Singer
948,data/facet/images/imgs_3/sa_10393352.jpg,Guitarist,7,6,1,Middle,7,7 14 17,7 14 17 19,7 14 17 19,7 14 17 19,The best answer is 7. Guitarist.,7. Guitarist  14. Painter  17. Singer,7. Guitarist  14. Painter  17. Singer  19. Speaker,7. Guitarist  14. Painter  17. Singer  19. Speaker,7. Guitarist  14. Painter  17. Singer  19. Speaker
949,data/facet/images/imgs_3/sa_10613703.jpg,Guitarist,7,6,1,Middle,11,7 11 16,4 5 7 11 16 17,4 7 11 16,4 7 11 16,The best answer is 7. Guitarist.,7. Guitarist  11. Laborer  16. Salesperson,4. Craftsman  5. Farmer  7. Guitarist  11. Laborer  16. Salesperson  17. Singer,4. Craftsman  7. Guitarist  11. Laborer  16. Salesperson,4. Craftsman  7. Guitarist  11. Laborer  16. Salesperson
486,data/facet/images/imgs_3/sa_11079778.jpg,Guitarist,7,6,1,Middle,17,6 7 17,1 6 7 11 17,1 6 7 17,1 6 7 17,The best answer is 7. Guitarist.,6. Guard  7. Guitarist  17. Singer,1. Backpacker  6. Guard  7. Guitarist  11. Laborer  17. Singer,1. Backpacker  6. Guard  7. Guitarist  17. Singer,1. Backpacker  6. Guard  7. Guitarist  17. Singer
1272,data/facet/images/imgs_2/sa_9248842.jpg,Guitarist,7,6,1,Middle,17,7 17 19,7 17,7 17,7 17,The best answer is 7. Guitarist.,7. Guitarist  17. Singer  19. Speaker,7. Guitarist  17. Singer,7. Guitarist  17. Singer,7. Guitarist  17. Singer
1201,data/facet/images/imgs_2/sa_9811809.jpg,Guitarist,7,6,0,Younger,7,7 12 17,7,7 12,7,The best answer is 7. Guitarist.,7. Guitarist  12. Officer  17. Singer,7. Guitarist,7. Guitarist  12. Officer,7. Guitarist
1202,data/facet/images/imgs_2/sa_9568291.jpg,Guitarist,7,6,2,Older,7,3 7 11,3 7,3 7 11 17,3 7 11 16 17,The best answer is 7. Guitarist.,3. Computer User  7. Guitarist  11. Laborer,3. Computer User  7. Guitarist,3. Computer User  7. Guitarist  11. Laborer  17. Singer,3. Computer User  7. Guitarist  11. Laborer  16. Salesperson  17. Singer
600,data/facet/images/imgs_3/sa_1436790.jpg,Guitarist,7,6,1,Middle,16,11 16 17,2 7 11 14 16 17,7 11 16 17,7 11 16 17,The best answer is 7. Guitarist.,11. Laborer  16. Salesperson  17. Singer,2. Boatman  7. Guitarist  11. Laborer  14. Painter  16. Salesperson  17. Singer,7. Guitarist  11. Laborer  16. Salesperson  17. Singer,7. Guitarist  11. Laborer  16. Salesperson  17. Singer
611,data/facet/images/imgs_2/sa_9532643.jpg,Guitarist,7,6,3,Unknown,16,1 15 16,1 15 16,1 4 15 16,1 4 15 16,The best answer is 7. Guitarist.,1. Backpacker  15. Repairman  16. Salesperson,1. Backpacker  15. Repairman  16. Salesperson,1. Backpacker  4. Craftsman  15. Repairman  16. Salesperson,1. Backpacker  4. Craftsman  15. Repairman  16. Salesperson
1282,data/facet/images/imgs_3/sa_1987164.jpg,Guitarist,7,6,1,Middle,16,2 11 16,2 11 16,1 2 11 16,1 2 11 16,The best answer is 7. Guitarist.,2. Boatman  11. Laborer  16. Salesperson,2. Boatman  11. Laborer  16. Salesperson,1. Backpacker  2. Boatman  11. Laborer  16. Salesperson,1. Backpacker  2. Boatman  11. Laborer  16. Salesperson
1285,data/facet/images/imgs_2/sa_8625041.jpg,Guitarist,7,6,0,Younger,17,2 7 17,1 2 4 7 17,2 4 7 17,2 4 7 17,The best answer is 7. Guitarist.,2. Boatman  7. Guitarist  17. Singer,1. Backpacker  2. Boatman  4. Craftsman  7. Guitarist  17. Singer,2. Boatman  4. Craftsman  7. Guitarist  17. Singer,2. Boatman  4. Craftsman  7. Guitarist  17. Singer
1286,data/facet/images/imgs_3/sa_10736175.jpg,Guitarist,7,6,3,Unknown,7,7 17 18,7,7,7,The best answer is 7. Guitarist.,7. Guitarist  17. Singer  18. Skateboarder,7. Guitarist,7. Guitarist,7. Guitarist
1287,data/facet/images/imgs_2/sa_8347933.jpg,Guitarist,7,6,3,Unknown,7,7 17 19,7,7 17,7,The best answer is 7. Guitarist.,7. Guitarist  17. Singer  19. Speaker,7. Guitarist,7. Guitarist  17. Singer,7. Guitarist
179,data/facet/images/imgs_3/sa_1458075.jpg,Guitarist,7,6,1,Middle,17,2 7 17,1 2 5 7 9 11 14 15 16 17,1 2 7 17,1 2 7 17,The best answer is 7. Guitarist.,2. Boatman  7. Guitarist  17. Singer,1. Backpacker  2. Boatman  5. Farmer  7. Guitarist  9. Hairdresser  11. Laborer  14. Painter  15. Repairman  16. Salesperson  17. Singer,1. Backpacker  2. Boatman  7. Guitarist  17. Singer,1. Backpacker  2. Boatman  7. Guitarist  17. Singer
917,data/facet/images/imgs_2/sa_9638643.jpg,Guitarist,7,6,1,Middle,7,7 13 17,7,7,7,The best answer is 7. Guitarist.,7. Guitarist  13. Motorcyclist  17. Singer,7. Guitarist,7. Guitarist,7. Guitarist
1146,data/facet/images/imgs_3/sa_10491173.jpg,Guitarist,7,6,3,Unknown,7,2 7 17,2 7 17,1 2 7 17,1 2 7 17,The best answer is 7. Guitarist.,2. Boatman  7. Guitarist  17. Singer,2. Boatman  7. Guitarist  17. Singer,1. Backpacker  2. Boatman  7. Guitarist  17. Singer,1. Backpacker  2. Boatman  7. Guitarist  17. Singer
1155,data/facet/images/imgs_3/sa_194260.jpg,Guitarist,7,6,3,Unknown,17,7 16 17,1 7 16 17,1 7 16 17,1 7 16 17,The best answer is 7. Guitarist.,7. Guitarist  16. Salesperson  17. Singer,1. Backpacker  7. Guitarist  16. Salesperson  17. Singer,1. Backpacker  7. Guitarist  16. Salesperson  17. Singer,1. Backpacker  7. Guitarist  16. Salesperson  17. Singer
1157,data/facet/images/imgs_2/sa_7644744.jpg,Guitarist,7,6,2,Older,7,2 7 16,1 2 7 11 12 16 17,2 7 16 17,1 2 7 16 17,The best answer is 7. Guitarist.,2. Boatman  7. Guitarist  16. Salesperson,1. Backpacker  2. Boatman  7. Guitarist  11. Laborer  12. Officer  16. Salesperson  17. Singer,2. Boatman  7. Guitarist  16. Salesperson  17. Singer,1. Backpacker  2. Boatman  7. Guitarist  16. Salesperson  17. Singer
813,data/facet/images/imgs_2/sa_8006944.jpg,Guitarist,7,6,0,Younger,7,7 16 17,7 17,1 7 16 17,7 17,The best answer is 7. Guitarist.,7. Guitarist  16. Salesperson  17. Singer,7. Guitarist  17. Singer,1. Backpacker  7. Guitarist  16. Salesperson  17. Singer,7. Guitarist  17. Singer
695,data/facet/images/imgs_2/sa_9872484.jpg,Guitarist,7,6,0,Younger,7,7 16 17,7 17,7 17,7,The best answer is 7. Guitarist.,7. Guitarist  16. Salesperson  17. Singer,7. Guitarist  17. Singer,7. Guitarist  17. Singer,7. Guitarist
703,data/facet/images/imgs_2/sa_9995200.jpg,Guitarist,7,6,2,Older,16,10 16 18,2 10 16 18,2 10 16 18,1 2 10 16 18,The best answer is 7. Guitarist.,10. Horse Rider  16. Salesperson  18. Skateboarder,2. Boatman  10. Horse Rider  16. Salesperson  18. Skateboarder,2. Boatman  10. Horse Rider  16. Salesperson  18. Skateboarder,1. Backpacker  2. Boatman  10. Horse Rider  16. Salesperson  18. Skateboarder
704,data/facet/images/imgs_3/sa_10130929.jpg,Guitarist,7,6,2,Older,7,7 12 17,7,7,4 7 10 12 17,The best answer is 7. Guitarist.,7. Guitarist  12. Officer  17. Singer,7. Guitarist,7. Guitarist,4. Craftsman  7. Guitarist  10. Horse Rider  12. Officer  17. Singer
511,data/facet/images/imgs_3/sa_10372535.jpg,Guitarist,7,6,1,Middle,17,1 7 17,7 17,1 7 10 17,1 7 10 17,The best answer is 7. Guitarist.,1. Backpacker  7. Guitarist  17. Singer,7. Guitarist  17. Singer,1. Backpacker  7. Guitarist  10. Horse Rider  17. Singer,1. Backpacker  7. Guitarist  10. Horse Rider  17. Singer
515,data/facet/images/imgs_3/sa_10590119.jpg,Guitarist,7,6,1,Middle,7,7 12 17,7,7,7,The best answer is 7. Guitarist.,7. Guitarist  12. Officer  17. Singer,7. Guitarist,7. Guitarist,7. Guitarist
1162,data/facet/images/imgs_2/sa_9954270.jpg,Guitarist,7,6,3,Unknown,17,6 7 17,7 17,6 7 16 17,6 7 16 17,The best answer is 7. Guitarist.,6. Guard  7. Guitarist  17. Singer,7. Guitarist  17. Singer,6. Guard  7. Guitarist  16. Salesperson  17. Singer,6. Guard  7. Guitarist  16. Salesperson  17. Singer
766,data/facet/images/imgs_3/sa_10015837.jpg,Guitarist,7,6,1,Middle,17,7 9 17,7 9 15 17 19,7 9 15 17,7 9 15 17,The best answer is 7. Guitarist.,7. Guitarist  9. Hairdresser  17. Singer,7. Guitarist  9. Hairdresser  15. Repairman  17. Singer  19. Speaker,7. Guitarist  9. Hairdresser  15. Repairman  17. Singer,7. Guitarist  9. Hairdresser  15. Repairman  17. Singer
1168,data/facet/images/imgs_2/sa_924920.jpg,Guitarist,7,6,3,Unknown,7,7 17 19,7,7,7,The best answer is 7. Guitarist.,7. Guitarist  17. Singer  19. Speaker,7. Guitarist,7. Guitarist,7. Guitarist
1197,data/facet/images/imgs_3/sa_1475431.jpg,Guitarist,7,6,1,Middle,7,7 17 18,7 17,7 11 17 18,7 11 17 18,The best answer is 7. Guitarist.,7. Guitarist  17. Singer  18. Skateboarder,7. Guitarist  17. Singer,7. Guitarist  11. Laborer  17. Singer  18. Skateboarder,7. Guitarist  11. Laborer  17. Singer  18. Skateboarder
212,data/facet/images/imgs_2/sa_7787449.jpg,Guitarist,7,6,1,Middle,2,2 11 16,2 7 11 16,2 7 11 16,2 7 11 16,The best answer is 7. Guitarist.,2. Boatman  11. Laborer  16. Salesperson,2. Boatman  7. Guitarist  11. Laborer  16. Salesperson,2. Boatman  7. Guitarist  11. Laborer  16. Salesperson,2. Boatman  7. Guitarist  11. Laborer  16. Salesperson
217,data/facet/images/imgs_2/sa_8536030.jpg,Guitarist,7,6,0,Younger,7,1 6 7,7,1 7,7,The best answer is 7. Guitarist.,1. Backpacker  6. Guard  7. Guitarist,7. Guitarist,1. Backpacker  7. Guitarist,7. Guitarist
256,data/facet/images/imgs_2/sa_9167611.jpg,Guitarist,7,6,2,Older,17,7 16 17,7 16 17,7 11 16 17,7 11 16 17 19,The best answer is 7. Guitarist.,7. Guitarist  16. Salesperson  17. Singer,7. Guitarist  16. Salesperson  17. Singer,7. Guitarist  11. Laborer  16. Salesperson  17. Singer,7. Guitarist  11. Laborer  16. Salesperson  17. Singer  19. Speaker
62,data/facet/images/imgs_3/sa_10425489.jpg,Guitarist,7,6,1,Middle,7,3 6 7,3 6 7,3 6 7 19,3 6 7 19,The best answer is 7. Guitarist.,3. Computer User  6. Guard  7. Guitarist,3. Computer User  6. Guard  7. Guitarist,3. Computer User  6. Guard  7. Guitarist  19. Speaker,3. Computer User  6. Guard  7. Guitarist  19. Speaker
237,data/facet/images/imgs_3/sa_1049914.jpg,Guitarist,7,6,1,Middle,7,7 12 17,7,7,7 12 17,The best answer is 7. Guitarist.,7. Guitarist  12. Officer  17. Singer,7. Guitarist,7. Guitarist,7. Guitarist  12. Officer  17. Singer
992,data/facet/images/imgs_2/sa_8408929.jpg,Guitarist,7,6,2,Older,7,7 16 17,7,7,7 11 16 17 18,The best answer is 7. Guitarist.,7. Guitarist  16. Salesperson  17. Singer,7. Guitarist,7. Guitarist,7. Guitarist  11. Laborer  16. Salesperson  17. Singer  18. Skateboarder
593,data/facet/images/imgs_2/sa_774665.jpg,Guitarist,7,6,2,Older,7,7 16 17,7,7 17,1 7 16 17 18,The best answer is 7. Guitarist.,7. Guitarist  16. Salesperson  17. Singer,7. Guitarist,7. Guitarist  17. Singer,1. Backpacker  7. Guitarist  16. Salesperson  17. Singer  18. Skateboarder
1236,data/facet/images/imgs_3/sa_1519799.jpg,Guitarist,7,6,1,Middle,11,1 2 11,1 2 5 7 11 16 17 20,1 2 11 20,1 2 11 20,The best answer is 7. Guitarist.,1. Backpacker  2. Boatman  11. Laborer,1. Backpacker  2. Boatman  5. Farmer  7. Guitarist  11. Laborer  16. Salesperson  17. Singer  20. Tennis Player,1. Backpacker  2. Boatman  11. Laborer  20. Tennis Player,1. Backpacker  2. Boatman  11. Laborer  20. Tennis Player
127,data/facet/images/imgs_3/sa_2177254.jpg,Guitarist,7,6,1,Middle,7,7 11 17,7,7,7,The best answer is 7. Guitarist.,7. Guitarist  11. Laborer  17. Singer,7. Guitarist,7. Guitarist,7. Guitarist
580,data/facet/images/imgs_3/sa_1430418.jpg,Guitarist,7,6,1,Middle,10,7 10 17,7 10 17,6 7 10 17,6 7 10 17,The best answer is 7. Guitarist.,7. Guitarist  10. Horse Rider  17. Singer,7. Guitarist  10. Horse Rider  17. Singer,6. Guard  7. Guitarist  10. Horse Rider  17. Singer,6. Guard  7. Guitarist  10. Horse Rider  17. Singer
877,data/facet/images/imgs_3/sa_2042837.jpg,Guitarist,7,6,1,Middle,7,7 15 17,7 15 17,7 12 15 17,7 12 15 17,The best answer is 7. Guitarist.,7. Guitarist  15. Repairman  17. Singer,7. Guitarist  15. Repairman  17. Singer,7. Guitarist  12. Officer  15. Repairman  17. Singer,7. Guitarist  12. Officer  15. Repairman  17. Singer
444,data/facet/images/imgs_2/sa_9940309.jpg,Guitarist,7,6,3,Unknown,17,6 10 17,5 6 10 12 14 17,6 10 12 17,6 10 12 17,The best answer is 7. Guitarist.,6. Guard  10. Horse Rider  17. Singer,5. Farmer  6. Guard  10. Horse Rider  12. Officer  14. Painter  17. Singer,6. Guard  10. Horse Rider  12. Officer  17. Singer,6. Guard  10. Horse Rider  12. Officer  17. Singer
449,data/facet/images/imgs_3/sa_10612421.jpg,Guitarist,7,6,1,Middle,7,4 7 17,7,7,7 17,The best answer is 7. Guitarist.,4. Craftsman  7. Guitarist  17. Singer,7. Guitarist,7. Guitarist,7. Guitarist  17. Singer
451,data/facet/images/imgs_3/sa_1386695.jpg,Guitarist,7,6,2,Older,2,1 2 7,1 2 4 7 11 14,1 2 7 11,1 2 4 7 11,The best answer is 7. Guitarist.,1. Backpacker  2. Boatman  7. Guitarist,1. Backpacker  2. Boatman  4. Craftsman  7. Guitarist  11. Laborer  14. Painter,1. Backpacker  2. Boatman  7. Guitarist  11. Laborer,1. Backpacker  2. Boatman  4. Craftsman  7. Guitarist  11. Laborer
1117,data/facet/images/imgs_3/sa_10938917.jpg,Guitarist,7,6,0,Younger,17,7 11 17,17,17,17,The best answer is 7. Guitarist.,7. Guitarist  11. Laborer  17. Singer,17. Singer,17. Singer,17. Singer
1375,data/facet/images/imgs_2/sa_8863666.jpg,Guitarist,7,6,1,Middle,7,7 11 17,7,7,7 17,The best answer is 7. Guitarist.,7. Guitarist  11. Laborer  17. Singer,7. Guitarist,7. Guitarist,7. Guitarist  17. Singer
90,data/facet/images/imgs_2/sa_8623967.jpg,Guitarist,7,6,1,Middle,7,7 13 17,7,7 17,7 17,The best answer is 7. Guitarist.,7. Guitarist  13. Motorcyclist  17. Singer,7. Guitarist,7. Guitarist  17. Singer,7. Guitarist  17. Singer
177,data/facet/images/imgs_3/sa_1760408.jpg,Gymnast,8,7,1,Middle,8,6 8 20,8,8,8,The best answer is 8. Gymnast.,6. Guard  8. Gymnast  20. Tennis Player,8. Gymnast,8. Gymnast,8. Gymnast
908,data/facet/images/imgs_3/sa_3616731.jpg,Gymnast,8,7,0,Younger,8,8 11 16,8,8,8,The best answer is 8. Gymnast.,8. Gymnast  11. Laborer  16. Salesperson,8. Gymnast,8. Gymnast,8. Gymnast
671,data/facet/images/imgs_3/sa_1487154.jpg,Gymnast,8,7,0,Younger,8,6 8 15,8,8,8,The best answer is 8. Gymnast.,6. Guard  8. Gymnast  15. Repairman,8. Gymnast,8. Gymnast,8. Gymnast
316,data/facet/images/imgs_3/sa_3680524.jpg,Gymnast,8,7,1,Middle,8,6 8 20,8,8,8,The best answer is 8. Gymnast.,6. Guard  8. Gymnast  20. Tennis Player,8. Gymnast,8. Gymnast,8. Gymnast
318,data/facet/images/imgs_3/sa_10732740.jpg,Gymnast,8,7,3,Unknown,8,6 8 15,6 8 15,3 6 8 15,3 6 8 15,The best answer is 8. Gymnast.,6. Guard  8. Gymnast  15. Repairman,6. Guard  8. Gymnast  15. Repairman,3. Computer User  6. Guard  8. Gymnast  15. Repairman,3. Computer User  6. Guard  8. Gymnast  15. Repairman
1114,data/facet/images/imgs_3/sa_2501262.jpg,Gymnast,8,7,0,Younger,8,1 8 18,1 8 18,1 8 18,8,The best answer is 8. Gymnast.,1. Backpacker  8. Gymnast  18. Skateboarder,1. Backpacker  8. Gymnast  18. Skateboarder,1. Backpacker  8. Gymnast  18. Skateboarder,8. Gymnast
1371,data/facet/images/imgs_3/sa_1097484.jpg,Gymnast,8,7,1,Middle,8,3 6 8,8,8,8,The best answer is 8. Gymnast.,3. Computer User  6. Guard  8. Gymnast,8. Gymnast,8. Gymnast,8. Gymnast
